"","title","date","author","year","day","month","month.num","date.comb","date.format"
"1507","rasterVis and solaR moved to GitHub","October 10, 2013","Oscar Perpiñán Lamigueiro",2013,10,"October",10,"2013-10-10",2013-10-10
"1508","2nd Data Analysis Contest Using R","October 10, 2013","Oscar Perpiñán Lamigueiro",2013,10,"October",10,"2013-10-10",2013-10-10
"1509","That’s Smooth","October 10, 2013","Wesley",2013,10,"October",10,"2013-10-10",2013-10-10
"1510","RegEx: Named Capture in R (Round 2)","October 9, 2013","Lee Pang",2013,9,"October",10,"2013-10-9",2013-10-09
"1511","Please, never use my codes without checking twice (at least)!","October 9, 2013","arthur charpentier",2013,9,"October",10,"2013-10-9",2013-10-09
"1512","Classification using neural net in r","October 9, 2013","saptarsi goswami",2013,9,"October",10,"2013-10-9",2013-10-09
"1513","More Polarized","October 9, 2013","klr",2013,9,"October",10,"2013-10-9",2013-10-09
"1514","Tomorrow: Webinar on Time-to-Event Models","October 9, 2013","David Smith",2013,9,"October",10,"2013-10-9",2013-10-09
"1515","Fast Bayesian Inference with INLA","October 9, 2013","thiagogm",2013,9,"October",10,"2013-10-9",2013-10-09
"1516","Some heuristics about spline smoothing","October 8, 2013","arthur charpentier",2013,8,"October",10,"2013-10-8",2013-10-08
"1517","R in Raw","October 8, 2013","klr",2013,8,"October",10,"2013-10-8",2013-10-08
"1518","Some heuristics about local regression and kernel smoothing","October 8, 2013","arthur charpentier",2013,8,"October",10,"2013-10-8",2013-10-08
"1519","Tableau adds integration with R","October 8, 2013","David Smith",2013,8,"October",10,"2013-10-8",2013-10-08
"1520","rCharts goes Polar","October 8, 2013","klr",2013,8,"October",10,"2013-10-8",2013-10-08
"1521","Too crude to be true?","October 8, 2013","Max Gordon",2013,8,"October",10,"2013-10-8",2013-10-08
"1522","New course on bayesian data analysis for psycholinguistics","October 8, 2013","Shravan Vasishth",2013,8,"October",10,"2013-10-8",2013-10-08
"1523","Guide to using rOpenSci packages during the US Gov’t shutdown","October 8, 2013","Recology - R",2013,8,"October",10,"2013-10-8",2013-10-08
"1524","Road for Data Scientist by Swami","October 7, 2013","G-Tch",2013,7,"October",10,"2013-10-7",2013-10-07
"1525","American Indians vs Indian Americans, statewide population using googleVis","October 7, 2013","Water, Maps & Demographics",2013,7,"October",10,"2013-10-7",2013-10-07
"1526","Sensitivity analysis for neural networks","October 7, 2013","beckmw",2013,7,"October",10,"2013-10-7",2013-10-07
"1527","Argentan half-marathon [split times]","October 7, 2013","xi'an",2013,7,"October",10,"2013-10-7",2013-10-07
"1528","The look of verifying data","October 7, 2013","Pat",2013,7,"October",10,"2013-10-7",2013-10-07
"1529","Presentations of the fifth Torino R net meeting are online","October 7, 2013","TorinoR.net",2013,7,"October",10,"2013-10-7",2013-10-07
"1530","analyze the panel study of income dynamics (psid) with r","October 7, 2013","Anthony Damico",2013,7,"October",10,"2013-10-7",2013-10-07
"1531","Parallel Tempering in R with Rmpi","October 6, 2013","Lindons Log » R",2013,6,"October",10,"2013-10-6",2013-10-06
"1532","Sixth Torino R net meeting and free Sweave Course","October 6, 2013","TorinoR.net",2013,6,"October",10,"2013-10-6",2013-10-06
"1533","Presentations of the fifth Torino R net meeting – 11 Apr 2013","October 6, 2013","TorinoR.net",2013,6,"October",10,"2013-10-6",2013-10-06
"1534","Influence Analysis for Repeated Measures Data","October 6, 2013","Wingfeet",2013,6,"October",10,"2013-10-6",2013-10-06
"1535","Crime Against Women in India – Addressing 8 Questions Using rCharts, googleVis, and shiny","October 5, 2013","Vivek Patil",2013,5,"October",10,"2013-10-5",2013-10-05
"1536","Lambda.r at FP Days 2013 in Cambridge, UK","October 5, 2013","Brian Lee Yung Rowe",2013,5,"October",10,"2013-10-5",2013-10-05
"1537","Loops revisited: How to rethink macros when using R","October 4, 2013","Slawa Rokicki",2013,4,"October",10,"2013-10-4",2013-10-04
"1538","Simplicity Explained by The Author","October 4, 2013","klr",2013,4,"October",10,"2013-10-4",2013-10-04
"1539","Financial Data Accessible from R","October 4, 2013","rtraderadmin",2013,4,"October",10,"2013-10-4",2013-10-04
"1540","Dealing with a stochastic fitness function in GA package","October 4, 2013","Tal Galili",2013,4,"October",10,"2013-10-4",2013-10-04
"1541","Questions on my online forecasting course","October 3, 2013","Rob J Hyndman",2013,3,"October",10,"2013-10-3",2013-10-03
"1542","The MakeR way: Using R to reify social media data via 3d printing","October 3, 2013","Jeff Hemsley",2013,3,"October",10,"2013-10-3",2013-10-03
"1543","R and Data Week 2013","October 3, 2013","Joseph Rickert",2013,3,"October",10,"2013-10-3",2013-10-03
"1544","Top 250 Movies at IMDb","October 2, 2013","andrew",2013,2,"October",10,"2013-10-2",2013-10-02
"1545","Tomorrow: R+Hadoop Webinar with Cloudera and Revolution Analytics","October 2, 2013","David Smith",2013,2,"October",10,"2013-10-2",2013-10-02
"1546","New JerseyR User Group Meeting – 22nd October 2013, Iselin NJ","October 2, 2013","Tal Galili",2013,2,"October",10,"2013-10-2",2013-10-02
"1547","First day of State of Food Insecurity (SOFI) 2013","October 2, 2013","Michael kao",2013,2,"October",10,"2013-10-2",2013-10-02
"1548","The Uncertainty of Predictions","October 2, 2013","Wesley",2013,2,"October",10,"2013-10-2",2013-10-02
"1549","R with Big Data on Hortonworks","October 1, 2013","David Smith",2013,1,"October",10,"2013-10-1",2013-10-01
"1550","What’s the Most “Concave” State in the U.S.? Using R to Solve a Geography Puzzle","October 1, 2013","Tal Galili",2013,1,"October",10,"2013-10-1",2013-10-01
"1551","Book example – iterative function systems for generating fractals","October 1, 2013","Brian Lee Yung Rowe",2013,1,"October",10,"2013-10-1",2013-10-01
"1552","PirateGruntTV","October 1, 2013","PirateGrunt",2013,1,"October",10,"2013-10-1",2013-10-01
"1553","Remotely use R packages on Github through OpenCPU","October 1, 2013","Jeroen Ooms",2013,1,"October",10,"2013-10-1",2013-10-01
"1555","Creating a matrix from a long data.frame","October 1, 2013","Markus Gesmann",2013,1,"October",10,"2013-10-1",2013-10-01
"1556","Regression on variables, or on categories?","September 30, 2013","arthur charpentier",2013,30,"September",9,"2013-9-30",2013-09-30
"1557","Which is the best ""Flyover"" state?","September 30, 2013","David Smith",2013,30,"September",9,"2013-9-30",2013-09-30
"1558","How heavy is the Siberut macaque? A Bayesian phylogenetic approach","September 30, 2013","Maxwell B. Joseph",2013,30,"September",9,"2013-9-30",2013-09-30
"1559","An R function to download shapefiles","September 30, 2013","Jeffrey Hollister",2013,30,"September",9,"2013-9-30",2013-09-30
"1560","A Bayesian Twist on Tukey’s Flogs","September 30, 2013","Rasmus Bååth",2013,30,"September",9,"2013-9-30",2013-09-30
"1561","ROC curves and classification","September 30, 2013","arthur charpentier",2013,30,"September",9,"2013-9-30",2013-09-30
"1562","eoda’s R-academy celebrates its third anniversary and is extending the extensive training program for R","September 30, 2013","Lorina Giel",2013,30,"September",9,"2013-9-30",2013-09-30
"1563","RcppArmadillo 0.3.920.1","September 30, 2013","Thinking inside the box",2013,30,"September",9,"2013-9-30",2013-09-30
"1564","New version of lme4","September 30, 2013","Dan Mirman",2013,30,"September",9,"2013-9-30",2013-09-30
"1565","Measuring Randomness in Capital Markets","September 29, 2013","Kelly Littlepage",2013,29,"September",9,"2013-9-29",2013-09-29
"1566","Rcpp 0.10.5","September 29, 2013","Thinking inside the box",2013,29,"September",9,"2013-9-29",2013-09-29
"1567","Classification with O-PLS-DA","September 29, 2013","dgrapov",2013,29,"September",9,"2013-9-29",2013-09-29
"1568","Mixed Models: Influence in Heterogeneous Variance Model","September 29, 2013","Wingfeet",2013,29,"September",9,"2013-9-29",2013-09-29
"1569","Nice tutorials to discover R","September 28, 2013","arthur charpentier",2013,28,"September",9,"2013-9-28",2013-09-28
"1570","Visualizing “ObamaCare-related” Job Cuts","September 28, 2013","hrbrmstr",2013,28,"September",9,"2013-9-28",2013-09-28
"1571","Making of elliplot package","September 28, 2013","tomizono",2013,28,"September",9,"2013-9-28",2013-09-28
"1572","Le Monde puzzle [#835]","September 28, 2013","xi'an",2013,28,"September",9,"2013-9-28",2013-09-28
"1573","Conditional Formatting Tables using R","September 28, 2013","Educate-R - R",2013,28,"September",9,"2013-9-28",2013-09-28
"1574","elliplot 1.1.0 package released","September 27, 2013","tomizono",2013,27,"September",9,"2013-9-27",2013-09-27
"1575","Volume-weighted Exponential Moving Average","September 27, 2013","enguyen",2013,27,"September",9,"2013-9-27",2013-09-27
"1576","Long Winding Road Marked with Error Bars and Tweets","September 27, 2013","klr",2013,27,"September",9,"2013-9-27",2013-09-27
"1577","MRMR on CRAN","September 27, 2013","PirateGrunt",2013,27,"September",9,"2013-9-27",2013-09-27
"1578","Forecasting Using R: A new online course from Rob Hyndman","September 27, 2013","David Smith",2013,27,"September",9,"2013-9-27",2013-09-27
"1579","Things I Forget: Reading a Shapefile in R with readOGR","September 27, 2013","Jeffrey Hollister",2013,27,"September",9,"2013-9-27",2013-09-27
"1580","Google Summer of Code experiences","September 27, 2013","Dániel Nagy",2013,27,"September",9,"2013-9-27",2013-09-27
"1581","Logistic regression and categorical covariates","September 26, 2013","arthur charpentier",2013,26,"September",9,"2013-9-26",2013-09-26
"1582","Perform a Function on Each File in R","September 26, 2013","Mollie",2013,26,"September",9,"2013-9-26",2013-09-26
"1583","R 3.0.2 and RStudio 0.9.8 are released!","September 26, 2013","Tal Galili",2013,26,"September",9,"2013-9-26",2013-09-26
"1584","Direction of Change Forecasting III: One Signal, Many Markets","September 26, 2013","alexios",2013,26,"September",9,"2013-9-26",2013-09-26
"1585","Revolution’s 2014 R User Group Sponsorship Program Begins October 1st!","September 26, 2013","Joseph Rickert",2013,26,"September",9,"2013-9-26",2013-09-26
"1586","Building R-devel on Mac OS X (mountain lion)","September 26, 2013","tomizono",2013,26,"September",9,"2013-9-26",2013-09-26
"1587","Construire un moteur de reco simple avec R (1/2)","September 25, 2013","G-Tch",2013,25,"September",9,"2013-9-25",2013-09-25
"1588","Ode to Systematic Clusters","September 25, 2013","klr",2013,25,"September",9,"2013-9-25",2013-09-25
"1589","NFL week 3 update","September 25, 2013","Cory Lesmeister",2013,25,"September",9,"2013-9-25",2013-09-25
"1590","R 3.0.2 ""Frisbee Sailing"" now available","September 25, 2013","David Smith",2013,25,"September",9,"2013-9-25",2013-09-25
"1591","Forecasting with R","September 25, 2013","Rob J Hyndman",2013,25,"September",9,"2013-9-25",2013-09-25
"1592","K-Fold Cross validation: Random Forest vs GBM","September 25, 2013","Wallace Campbell",2013,25,"September",9,"2013-9-25",2013-09-25
"1593","US High School Graduation Rates, using googleVis","September 25, 2013","a modeler's tribulations",2013,25,"September",9,"2013-9-25",2013-09-25
"1594","Introducing imagemetrics","September 25, 2013","Phil",2013,25,"September",9,"2013-9-25",2013-09-25
"1595","Direction of Change Forecasting II: The case of the UK","September 25, 2013","alexios",2013,25,"September",9,"2013-9-25",2013-09-25
"1596","Profiling R code","September 25, 2013","thiagogm",2013,25,"September",9,"2013-9-25",2013-09-25
"1597","R as a command-line tool for data science","September 24, 2013","David Smith",2013,24,"September",9,"2013-9-24",2013-09-24
"1598","Patterns in the Ivy II: Beyond the Giant Component","September 24, 2013","benjamin",2013,24,"September",9,"2013-9-24",2013-09-24
"1599","You stole my idea!","September 24, 2013","Gianluca Baio",2013,24,"September",9,"2013-9-24",2013-09-24
"1600","My talk @ GSK","September 24, 2013","Gianluca Baio",2013,24,"September",9,"2013-9-24",2013-09-24
"1601","RStudio v0.98 Preview (Debugging Tools and More)","September 24, 2013","jjallaire",2013,24,"September",9,"2013-9-24",2013-09-24
"1602","Bio7 1.7.1 for Linux Released","September 24, 2013","» R",2013,24,"September",9,"2013-9-24",2013-09-24
"1603","Zurich, Oct 2013 – R Crash Course","September 24, 2013","wuertz",2013,24,"September",9,"2013-9-24",2013-09-24
"1604","Working with intraday data","September 24, 2013","rtraderadmin",2013,24,"September",9,"2013-9-24",2013-09-24
"1605","Munkres’ Assignment Algorithm with RcppArmadillo","September 24, 2013","Rcpp Gallery",2013,24,"September",9,"2013-9-24",2013-09-24
"1606","Changing the width of bars and columns in googleVis","September 24, 2013","Markus Gesmann",2013,24,"September",9,"2013-9-24",2013-09-24
"1607","A speed test comparison of plyr, data.table, and dplyr","September 23, 2013","Tal Galili",2013,23,"September",9,"2013-9-23",2013-09-23
"1608","Big Data Bytes: How Open Source is Changing Business","September 23, 2013","David Smith",2013,23,"September",9,"2013-9-23",2013-09-23
"1609","Citations for using Stan?","September 23, 2013","andrew",2013,23,"September",9,"2013-9-23",2013-09-23
"1610","Building models over rolling time periods","September 23, 2013","Pete",2013,23,"September",9,"2013-9-23",2013-09-23
"1611","Going to Plot Some Proportions? Why not Flog ‘em First?","September 23, 2013","Rasmus Bååth",2013,23,"September",9,"2013-9-23",2013-09-23
"1612","Waiting in One Line or Multiple Lines","September 23, 2013","Wesley",2013,23,"September",9,"2013-9-23",2013-09-23
"1613","Introducing parallelRandomForest: faster, leaner, parallelized","September 23, 2013","Michael Kuhn",2013,23,"September",9,"2013-9-23",2013-09-23
"1614","Detecting Weak Instruments in R","September 23, 2013","diffuseprior",2013,23,"September",9,"2013-9-23",2013-09-23
"1615","4th Milano R net meeting to be held on October 24, 2013","September 23, 2013","Milano R net",2013,23,"September",9,"2013-9-23",2013-09-23
"1616","analyze the home mortgage disclosure act (hmda) microdata with r and monetdb","September 23, 2013","Anthony Damico",2013,23,"September",9,"2013-9-23",2013-09-23
"1617","Exploratory Data Analysis: Quantile-Quantile Plots for New York’s Ozone Pollution Data","September 22, 2013","Eric Cai - The Chemical Statistician",2013,22,"September",9,"2013-9-22",2013-09-22
"1618","MCMSki IV, Jan. 6-8, 2014, Chamonix (news #9)","September 22, 2013","xi'an",2013,22,"September",9,"2013-9-22",2013-09-22
"1619","Preview of my book – Modeling data with functional programming in R","September 21, 2013","Brian Lee Yung Rowe",2013,21,"September",9,"2013-9-21",2013-09-21
"1620","A few gotchas with R date-time classes","September 21, 2013","Jean-Michel Perraud",2013,21,"September",9,"2013-9-21",2013-09-21
"1621","Guns are cool","September 21, 2013","Wingfeet",2013,21,"September",9,"2013-9-21",2013-09-21
"1622","Creating your personal, portable R code library with GitHub","September 21, 2013","bryan",2013,21,"September",9,"2013-9-21",2013-09-21
"1623","Calling R functions through AJAX using opencpu.js","September 21, 2013","Jeroen Ooms",2013,21,"September",9,"2013-9-21",2013-09-21
"1625","Network visualization – part 4: 3D networks","September 20, 2013","Vessy",2013,20,"September",9,"2013-9-20",2013-09-20
"1626","Are you ready for some Football? (No not soccer)","September 20, 2013","Cory Lesmeister",2013,20,"September",9,"2013-9-20",2013-09-20
"1627","Hortonworks Hadoop, Big Data and Data Science","September 20, 2013","David Smith",2013,20,"September",9,"2013-9-20",2013-09-20
